Ind_ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Is high risk,Age_date
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,2029-10-11 11:11:26.391727,1,0,0,1,Core staff,4,0,2053-08-14 11:02:46.471042
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,2033-06-26 11:11:26.391727,1,0,0,1,High skill tech staff,3,0,2059-09-25 11:02:46.471042
5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,2025-11-21 11:11:26.391727,1,0,0,0,Laborers,2,0,2057-02-15 11:02:46.471042
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,2029-06-18 11:11:26.391727,1,0,0,0,Core staff,4,0,2053-08-07 11:02:46.471042
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,2038-02-13 11:11:26.391727,1,0,0,0,Core staff,2,0,2058-04-29 11:02:46.471042
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2033-03-10 11:11:26.391727,1,0,0,0,Sales staff,2,0,2075-08-15 11:02:46.471042
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,2035-07-30 11:11:26.391727,1,0,0,0,Managers,3,0,2064-03-15 11:02:46.471042
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,2024-08-21 11:11:26.391727,1,0,0,0,Drivers,2,0,2053-06-20 11:02:46.471042
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,2024-10-01 11:11:26.391727,1,1,1,0,Laborers,2,0,2060-12-20 11:02:46.471042
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,2026-02-20 11:11:26.391727,1,1,0,0,Drivers,2,0,2048-06-28 11:02:46.471042
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2036-05-29 11:11:26.391727,1,0,0,0,Laborers,1,0,2055-01-11 11:02:46.471042
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2028-11-21 11:11:26.391727,1,0,0,0,Laborers,3,0,2063-06-22 11:02:46.471042
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,2027-04-29 11:11:26.391727,1,1,1,0,Core staff,3,0,2052-08-30 11:02:46.471042
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,2024-10-08 11:11:26.391727,1,0,0,0,Accountants,3,0,2054-04-13 11:02:46.471042
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,2029-08-17 11:11:26.391727,1,1,1,0,High skill tech staff,2,0,2085-12-18 11:02:46.471042
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,2027-12-23 11:11:26.391727,1,0,0,0,Core staff,4,0,2058-05-08 11:02:46.471042
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,2027-12-11 11:11:26.391727,1,0,0,0,Waiters/barmen staff,2,0,2069-05-23 11:02:46.471042
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,2039-11-20 11:11:26.391727,1,0,0,0,Managers,2,0,2075-02-01 11:02:46.471042
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,2032-02-22 11:11:26.391727,1,1,0,0,Cooking staff,2,0,2075-03-16 11:02:46.471042
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,2030-11-08 11:11:26.391727,1,0,0,0,Drivers,2,0,2061-04-13 11:02:46.471042
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,2032-12-08 11:11:26.391727,1,0,0,0,Managers,3,0,2056-06-29 11:02:46.471042
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,2029-11-21 11:11:26.391727,1,0,0,0,Laborers,2,0,2080-05-01 11:02:46.471042
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,2024-08-22 11:11:26.391727,1,0,0,0,Core staff,2,0,2048-08-02 11:02:46.471042
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,2041-09-14 11:11:26.391727,1,0,0,0,Laborers,3,0,2066-01-28 11:02:46.471042
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2024-11-22 11:11:26.391727,1,0,0,1,High skill tech staff,4,0,2052-02-18 11:02:46.471042
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,2024-01-23 11:11:26.391727,1,0,0,0,Accountants,2,0,2059-09-26 11:02:46.471042
5149353,M,Y,Y,0,191399.3262295082,Commercial associate,Higher education,Married,House / apartment,2032-06-21 11:11:26.391727,1,0,0,0,Accountants,2,0,2056-12-07 11:02:46.471042
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,2027-07-07 11:11:26.391727,1,0,0,0,Laborers,3,0,2051-08-01 11:02:46.471042
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,2030-08-27 11:11:26.391727,1,0,0,0,Managers,2,0,2058-09-03 11:02:46.471042
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,2024-12-08 11:11:26.391727,1,1,1,0,Core staff,2,0,2076-09-18 11:02:46.471042
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2027-02-16 11:11:26.391727,1,0,0,0,Drivers,2,0,2071-04-20 11:02:46.471042
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,2030-04-07 11:11:26.391727,1,0,0,0,Laborers,3,0,2060-02-29 11:02:46.471042
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,2025-06-21 11:11:26.391727,1,0,0,0,Laborers,4,0,2055-09-18 11:02:46.471042
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,2023-10-15 11:11:26.391727,1,1,1,0,Core staff,4,0,2054-07-10 11:02:46.471042
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,2027-12-24 11:11:26.391727,1,1,1,0,Laborers,2,0,2049-03-20 11:02:46.471042
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,2025-03-11 11:11:26.391727,1,0,0,0,HR staff,4,0,2055-07-15 11:02:46.471042
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2028-09-21 11:11:26.391727,1,1,0,0,Laborers,1,0,2071-08-22 11:02:46.471042
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,2024-06-21 11:11:26.391727,1,1,1,0,Laborers,1,0,2073-04-15 11:02:46.471042
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,2043-05-22 11:11:26.391727,1,1,1,0,High skill tech staff,3,0,2065-03-30 11:02:46.471042
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,2025-03-23 11:11:26.391727,1,0,0,0,Drivers,4,0,2062-05-14 11:02:46.471042
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2042-04-10 11:11:26.391727,1,0,0,0,Laborers,2,0,2079-03-15 11:02:46.471042
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,2027-12-20 11:11:26.391727,1,0,0,0,Managers,3,0,2064-09-18 11:02:46.471042
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,2040-03-12 11:11:26.391727,1,1,0,0,Core staff,4,0,2063-01-16 11:02:46.471042
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,2025-07-09 11:11:26.391727,1,1,1,0,Drivers,2,0,2059-01-30 11:02:46.471042
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,2025-04-23 11:11:26.391727,1,1,0,0,Laborers,3,0,2055-11-17 11:02:46.471042
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,2030-11-26 11:11:26.391727,1,0,1,0,Core staff,2,0,2070-09-12 11:02:46.471042
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,2025-12-02 11:11:26.391727,1,0,0,0,Laborers,3,0,2051-03-17 11:02:46.471042
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,2023-12-10 11:11:26.391727,1,1,1,0,High skill tech staff,1,0,2053-10-17 11:02:46.471042
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,2023-11-18 11:11:26.391727,1,0,0,0,Laborers,3,0,2062-07-08 11:02:46.471042
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,2027-08-11 11:11:26.391727,1,0,0,0,Managers,1,0,2056-05-11 11:02:46.471042
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,2026-12-23 11:11:26.391727,1,1,1,0,Drivers,2,0,2065-07-31 11:02:46.471042
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,2028-10-22 11:11:26.391727,1,0,0,0,Core staff,1,0,2052-09-11 11:02:46.471042
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,2024-12-02 11:11:26.391727,1,0,1,0,Sales staff,2,0,2054-09-11 11:02:46.471042
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2026-04-24 11:11:26.391727,1,0,0,0,Laborers,2,0,2076-06-28 11:02:46.471042
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,2029-05-04 11:11:26.391727,1,1,1,0,Low-skill Laborers,2,0,2074-03-16 11:02:46.471042
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,2025-01-31 11:11:26.391727,1,0,0,0,Secretaries,1,0,2053-06-10 11:02:46.471042
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,2032-06-10 11:11:26.391727,1,1,1,1,Private service staff,1,0,2071-09-29 11:02:46.471042
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,2024-09-08 11:11:26.391727,1,1,0,1,Sales staff,2,0,2046-02-02 11:02:46.471042
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,2028-08-14 11:11:26.391727,1,0,0,1,Laborers,2,0,2050-11-02 11:02:46.471042
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,2036-01-07 11:11:26.391727,1,1,1,0,Laborers,2,0,2063-01-02 11:02:46.471042
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,2024-05-10 11:11:26.391727,1,1,1,1,Sales staff,2,0,2067-10-31 11:02:46.471042
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,2025-02-03 11:11:26.391727,1,0,0,1,Managers,2,0,2084-01-07 11:02:46.471042
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,2042-06-04 11:11:26.391727,1,0,0,0,Laborers,2,0,2067-06-05 19:15:21.385852
5051180,M,Y,N,1,191399.3262295082,Working,Secondary / secondary special,Married,House / apartment,2028-10-18 11:11:26.391727,1,0,1,0,Laborers,3,0,2059-05-04 11:02:46.471042
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2029-09-09 11:11:26.391727,1,0,0,0,High skill tech staff,3,0,2049-01-10 11:02:46.471042
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2023-11-23 11:11:26.391727,1,0,1,0,Laborers,3,0,2057-03-10 11:02:46.471042
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,2036-01-22 11:11:26.391727,1,0,0,0,Laborers,2,0,2055-12-20 11:02:46.471042
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,2035-07-27 11:11:26.391727,1,1,1,0,Core staff,3,0,2067-02-16 11:02:46.471042
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,2025-07-02 11:11:26.391727,1,0,0,0,Drivers,4,0,2055-08-23 11:02:46.471042
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,2033-12-05 11:11:26.391727,1,0,0,0,Core staff,3,0,2063-03-28 11:02:46.471042
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,2029-11-07 11:11:26.391727,1,0,0,1,Accountants,2,0,2054-08-05 11:02:46.471042
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,2027-06-30 11:11:26.391727,1,0,0,0,Managers,3,0,2055-04-11 11:02:46.471042
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2038-05-10 11:11:26.391727,1,1,1,0,Drivers,3,0,2060-07-29 11:02:46.471042
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2025-02-06 11:11:26.391727,1,0,0,0,Security staff,1,0,2054-12-25 11:02:46.471042
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,2025-12-15 11:11:26.391727,1,1,1,1,Laborers,2,0,2056-03-29 11:02:46.471042
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,2028-08-08 11:11:26.391727,1,0,0,0,Core staff,4,0,2053-06-05 11:02:46.471042
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,2040-10-21 11:11:26.391727,1,0,1,0,Medicine staff,1,0,2063-05-05 11:02:46.471042
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,2026-04-01 11:11:26.391727,1,0,1,0,Laborers,2,0,2067-08-20 11:02:46.471042
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,2023-11-23 11:11:26.391727,1,0,1,1,Sales staff,2,0,2061-12-25 11:02:46.471042
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,2036-07-23 11:11:26.391727,1,1,1,0,Private service staff,2,0,2066-08-07 11:02:46.471042
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,2029-09-11 11:11:26.391727,1,0,0,1,Core staff,3,0,2063-02-20 11:02:46.471042
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,2027-03-11 11:11:26.391727,1,0,0,1,Sales staff,2,0,2050-04-26 11:02:46.471042
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,2036-05-08 11:11:26.391727,1,1,1,0,Laborers,2,0,2063-08-01 11:02:46.471042
5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,2029-02-16 11:11:26.391727,1,0,1,0,Laborers,2,0,2067-06-05 19:15:21.385852
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,2037-03-18 11:11:26.391727,1,0,0,0,Medicine staff,4,0,2070-01-21 11:02:46.471042
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2026-01-14 11:11:26.391727,1,0,0,0,Core staff,1,0,2058-11-21 11:02:46.471042
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,2026-10-11 11:11:26.391727,1,0,0,1,Laborers,1,0,2062-03-05 11:02:46.471042
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,2040-11-10 11:11:26.391727,1,0,1,0,Medicine staff,4,0,2060-09-13 11:02:46.471042
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,2025-09-06 11:11:26.391727,1,0,0,1,Sales staff,2,0,2048-03-02 11:02:46.471042
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,2038-06-10 11:11:26.391727,1,1,0,0,Medicine staff,2,0,2077-01-29 11:02:46.471042
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,2023-10-02 11:11:26.391727,1,0,0,0,Accountants,3,0,2064-08-26 11:02:46.471042
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,2038-07-22 11:11:26.391727,1,0,0,0,Managers,1,0,2071-04-15 11:02:46.471042
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,2025-02-18 11:11:26.391727,1,0,1,1,Laborers,1,0,2050-01-13 11:02:46.471042
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,2036-09-11 11:11:26.391727,1,0,0,0,Core staff,2,0,2081-04-23 11:02:46.471042
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,2031-09-22 11:11:26.391727,1,0,0,0,Medicine staff,1,0,2070-09-14 11:02:46.471042
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,2027-11-08 11:11:26.391727,1,0,0,0,Core staff,2,0,2062-07-01 11:02:46.471042
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,2029-04-09 11:11:26.391727,1,1,0,0,Cleaning staff,1,0,2077-05-25 11:02:46.471042
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,2026-05-03 11:11:26.391727,1,0,0,0,Laborers,1,0,2050-10-09 11:02:46.471042
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,2028-10-10 11:11:26.391727,1,0,0,0,Laborers,2,0,2050-11-04 11:02:46.471042
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,2026-08-10 11:11:26.391727,1,0,0,0,Core staff,2,0,2065-05-29 11:02:46.471042
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2026-09-23 11:11:26.391727,1,0,0,0,Managers,2,0,2052-06-13 11:02:46.471042
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,2029-07-13 11:11:26.391727,1,0,0,0,Core staff,2,0,2063-07-18 11:02:46.471042
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,2028-09-29 11:11:26.391727,1,0,0,0,Drivers,3,0,2072-06-06 11:02:46.471042
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,2026-01-17 11:11:26.391727,1,0,0,0,Laborers,4,0,2056-10-30 11:02:46.471042
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2030-05-09 11:11:26.391727,1,0,0,0,High skill tech staff,3,0,2057-07-04 11:02:46.471042
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,2030-10-11 11:11:26.391727,1,1,1,0,Laborers,2,0,2064-04-18 11:02:46.471042
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2026-09-22 11:11:26.391727,1,1,0,0,Laborers,4,0,2053-04-13 11:02:46.471042
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,2024-02-21 11:11:26.391727,1,0,1,0,Laborers,2,0,2078-03-13 11:02:46.471042
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,2026-02-22 11:11:26.391727,1,0,0,1,Sales staff,2,0,2051-10-01 11:02:46.471042
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,2029-09-28 11:11:26.391727,1,0,0,0,Laborers,3,0,2067-06-05 19:15:21.385852
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,2029-07-11 11:11:26.391727,1,0,0,1,Secretaries,4,0,2065-10-11 11:02:46.471042
5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,2030-04-08 11:11:26.391727,1,1,1,0,Drivers,2,0,2054-09-03 11:02:46.471042
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,2026-01-23 11:11:26.391727,1,1,1,0,Core staff,2,0,2078-06-10 11:02:46.471042
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,2031-08-09 11:11:26.391727,1,0,0,0,Managers,2,0,2060-11-11 11:02:46.471042
5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,2027-03-12 11:11:26.391727,1,0,0,0,Laborers,2,0,2053-01-14 11:02:46.471042
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,2025-03-16 11:11:26.391727,1,0,0,0,Security staff,2,0,2083-06-18 11:02:46.471042
5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,2033-11-17 11:11:26.391727,1,0,0,0,Laborers,4,0,2067-01-20 11:02:46.471042
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2026-12-10 11:11:26.391727,1,0,0,1,Laborers,3,0,2070-06-21 11:02:46.471042
5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,2032-05-21 11:11:26.391727,1,1,0,0,Laborers,2,0,2064-05-17 11:02:46.471042
5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,2024-01-18 11:11:26.391727,1,0,1,0,Medicine staff,2,0,2057-02-06 11:02:46.471042
5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,2024-04-29 11:11:26.391727,1,0,1,0,Laborers,1,0,2066-11-30 11:02:46.471042
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2023-11-07 11:11:26.391727,1,0,0,0,Drivers,3,0,2050-08-14 11:02:46.471042
5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,2034-09-08 11:11:26.391727,1,0,1,0,Laborers,2,0,2062-10-18 11:02:46.471042
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,2038-02-07 11:11:26.391727,1,0,1,0,Laborers,2,0,2062-06-19 11:02:46.471042
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2026-12-23 11:11:26.391727,1,0,1,0,Laborers,2,0,2080-08-22 11:02:46.471042
5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,2026-04-18 11:11:26.391727,1,0,1,1,Sales staff,2,0,2059-08-26 11:02:46.471042
5024636,F,N,Y,0,191399.3262295082,Working,Secondary / secondary special,Married,House / apartment,2026-08-07 11:11:26.391727,1,0,0,0,Laborers,2,0,2078-01-20 11:02:46.471042
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,2031-12-19 11:11:26.391727,1,1,0,0,Laborers,4,0,2069-06-02 11:02:46.471042
5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2025-05-29 11:11:26.391727,1,0,0,0,Laborers,1,0,2063-11-19 11:02:46.471042
5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2027-07-11 11:11:26.391727,1,1,0,0,Cleaning staff,1,0,2074-12-24 11:02:46.471042
5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,2031-09-25 11:11:26.391727,1,0,0,1,Laborers,2,0,2049-09-29 11:02:46.471042
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2034-07-27 11:11:26.391727,1,0,0,0,Managers,2,0,2057-09-08 11:02:46.471042
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,2024-04-13 11:11:26.391727,1,0,1,0,Sales staff,2,0,2056-04-17 11:02:46.471042
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2035-10-22 11:11:26.391727,1,0,0,0,Laborers,2,0,2065-04-12 11:02:46.471042
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,2026-09-03 11:11:26.391727,1,0,0,0,Laborers,2,0,2072-07-22 11:02:46.471042
5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,2026-11-07 11:11:26.391727,1,0,0,0,Managers,4,0,2057-04-26 11:02:46.471042
5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,2025-04-23 11:11:26.391727,1,0,0,0,Laborers,2,0,2073-05-01 11:02:46.471042
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,2026-10-21 11:11:26.391727,1,0,0,0,Core staff,2,0,2071-05-18 11:02:46.471042
5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,2025-06-17 11:11:26.391727,1,0,1,0,Security staff,1,0,2070-03-15 11:02:46.471042
5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,2031-04-19 11:11:26.391727,1,0,0,0,Laborers,2,0,2080-02-05 11:02:46.471042
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2034-07-19 11:11:26.391727,1,1,0,0,Drivers,2,0,2072-12-13 11:02:46.471042
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,2032-08-09 11:11:26.391727,1,0,0,0,Laborers,3,0,2057-12-03 11:02:46.471042
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2031-05-23 11:11:26.391727,1,0,0,0,Laborers,2,0,2076-11-06 11:02:46.471042
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,2041-11-01 11:11:26.391727,1,1,1,0,High skill tech staff,4,0,2067-06-05 19:15:21.385852
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,2031-01-25 11:11:26.391727,1,0,0,0,Laborers,3,0,2056-03-15 11:02:46.471042
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,2030-06-11 11:11:26.391727,1,1,1,0,Managers,3,0,2067-05-14 11:02:46.471042
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,2038-04-26 11:11:26.391727,1,0,0,0,Laborers,2,0,2061-06-17 11:02:46.471042
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,2027-04-10 11:11:26.391727,1,0,0,0,Managers,2,0,2053-05-18 11:02:46.471042
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,2031-12-23 11:11:26.391727,1,1,1,0,Managers,2,0,2079-02-03 11:02:46.471042
5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2024-06-21 11:11:26.391727,1,0,0,0,Security staff,2,0,2072-05-06 11:02:46.471042
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2031-09-15 11:11:26.391727,1,1,0,0,Laborers,2,0,2050-05-15 11:02:46.471042
5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,2030-01-09 11:11:26.391727,1,0,0,0,Laborers,4,0,2059-01-12 11:02:46.471042
5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,2027-01-07 11:11:26.391727,1,0,0,0,Sales staff,2,0,2060-06-15 11:02:46.471042
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,2031-09-24 11:11:26.391727,1,0,1,0,Laborers,4,0,2055-08-10 11:02:46.471042
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,2025-10-08 11:11:26.391727,1,1,1,1,High skill tech staff,2,0,2055-04-25 11:02:46.471042
